Gene	experiment	X18MM1
ECs4146	X18MM2	889
ECs4147	X18MM2	2352
ECs4148	X18MM2	1965
ECs4149	X18MM2	1955
ECs4150	X18MM2	8274
ECs4151	X18MM2	1055
ECs4152	X18MM2	12221
ECs4153	X18MM2	16293
ECs4154	X18MM2	8134
ECs4155	X18MM2	4650
ECs4156	X18MM2	7632
ECs4157	X18MM2	2542
ECs4158	X18MM2	3644
ECs4159	X18MM2	124986
ECs4160	X18MM2	515407
ECs4161	X18MM2	293406
ECs4162	X18MM2	184930
ECs4163	X18MM2	205839
ECs4164	X18MM2	80954
ECs4165	X18MM2	403007
ECs4166	X18MM2	113857
ECs4167	X18MM2	29830
ECs4168	X18MM2	145195
ECs4169	X18MM2	81612
ECs4170	X18MM2	176379
ECs4171	X18MM2	132927
ECs4172	X18MM2	169282
ECs4173	X18MM2	307477
ECs4174	X18MM2	144292
ECs4175	X18MM2	215838
ECs4176	X18MM2	110555
ECs4177	X18MM2	53798
ECs4178	X18MM2	161890
ECs4179	X18MM2	281640
ECs4180	X18MM2	161444
ECs4181	X18MM2	95915
ECs4182	X18MM2	345888
ECs4183	X18MM2	134672
ECs4184	X18MM2	266977
ECs4185	X18MM2	382019
ECs4186	X18MM2	153650
ECs4187	X18MM2	17988
ECs4188	X18MM2	492
ECs4189	X18MM2	13249
ECs4190	X18MM2	417204
ECs4191	X18MM2	746223
ECs4192	X18MM2	184058
ECs4193	X18MM2	163801
ECs4194	X18MM2	4414
ECs4195	X18MM2	1157
ECs4196	X18MM2	2171
ECs4197	X18MM2	5931
ECs4198	X18MM2	45513
ECs4199	X18MM2	2946
ECs4200	X18MM2	47280
ECs4201	X18MM2	1926
ECs4202	X18MM2	620
ECs4203	X18MM2	9283
ECs4204	X18MM2	3395
ECs4205	X18MM2	1150
ECs4206	X18MM2	4657
ECs4207	X18MM2	2948
ECs4208	X18MM2	30141
ECs4209	X18MM2	7924
ECs4210	X18MM2	6051
ECs4211	X18MM2	746
ECs4212	X18MM2	2118
ECs4213	X18MM2	864
ECs4214	X18MM2	11693
ECs4215	X18MM2	7035
ECs4216	X18MM2	1333
ECs4217	X18MM2	88
ECs4218	X18MM2	107
ECs4219	X18MM2	2925
ECs4220	X18MM2	228
ECs4221	X18MM2	56
ECs4222	X18MM2	112
ECs4223	X18MM2	298
ECs4224	X18MM2	439
ECs4225	X18MM2	3047
ECs4226	X18MM2	5822
ECs4227	X18MM2	2495
ECs4228	X18MM2	4583
ECs4229	X18MM2	7212
ECs4230	X18MM2	31933
ECs4231	X18MM2	20838
ECs4232	X18MM2	23941
ECs4233	X18MM2	147
ECs4234	X18MM2	12
ECs4235	X18MM2	36
ECs4236	X18MM2	71
ECs4237	X18MM2	241
ECs4238	X18MM2	9805
ECs4239	X18MM2	6059
ECs4240	X18MM2	9129
ECs4241	X18MM2	6758
ECs4242	X18MM2	4432
ECs4243	X18MM2	9245
ECs4244	X18MM2	1386
ECs4245	X18MM2	27015
ECs4246	X18MM2	4605
ECs4247	X18MM2	7815
ECs4248	X18MM2	1228
ECs4249	X18MM2	12161
ECs4250	X18MM2	362
ECs4251	X18MM2	1679
ECs4252	X18MM2	153
ECs4253	X18MM2	581
ECs4255	X18MM2	964
ECs4254	X18MM2	1691
ECs4256	X18MM2	12777
ECs4257	X18MM2	741
ECs4258	X18MM2	2264
ECs4259	X18MM2	4536
ECs4260	X18MM2	19248
ECs4261	X18MM2	866
ECs4262	X18MM2	563
ECs4263	X18MM2	298
ECs4264	X18MM2	291
ECs4265	X18MM2	672
ECs4266	X18MM2	3252
ECs4267	X18MM2	6230
ECs4268	X18MM2	4993
ECs4269	X18MM2	129841
ECs4270	X18MM2	1370
ECs4271	X18MM2	152
ECs4272	X18MM2	488
ECs4273	X18MM2	36406
ECs4274	X18MM2	21361
ECs4275	X18MM2	16553
ECs4276	X18MM2	9912
ECs4277	X18MM2	17532
ECs4278	X18MM2	8893
ECs4279	X18MM2	1793
ECs4280	X18MM2	2052
ECs4281	X18MM2	244
ECs4282	X18MM2	545
ECs4283	X18MM2	58
ECs4284	X18MM2	85
ECs4285	X18MM2	596
ECs4286	X18MM2	613
ECs4287	X18MM2	4367
ECs4288	X18MM2	8366
ECs4289	X18MM2	5659
ECs4290	X18MM2	370
ECs4291	X18MM2	14
ECs4292	X18MM2	31
ECs4293	X18MM2	16619
ECs4294	X18MM2	3750
ECs4295	X18MM2	1699
ECs4296	X18MM2	1166
ECs4297	X18MM2	1077
ECs4298	X18MM2	1474
ECs4299	X18MM2	10395
ECs4300	X18MM2	839
ECs4301	X18MM2	1681
ECs4302	X18MM2	2607
ECs4303	X18MM2	4371
ECs4304	X18MM2	3232
ECs4305	X18MM2	6991
ECs4306	X18MM2	602
ECs4307	X18MM2	1149
ECs4308	X18MM2	1063
ECs4309	X18MM2	13654
ECs4310	X18MM2	36587
ECs4311	X18MM2	2764
ECs4312	X18MM2	1629
ECs4313	X18MM2	4486
ECs4314	X18MM2	1836
ECs4315	X18MM2	509
ECs4316	X18MM2	869
ECs4317	X18MM2	10212
ECs4318	X18MM2	16654
ECs4319	X18MM2	2627
ECs4320	X18MM2	4551
ECs4321	X18MM2	14941
ECs4322	X18MM2	1643
ECs4323	X18MM2	600
ECs4324	X18MM2	1118
ECs4325	X18MM2	4292
ECs4326	X18MM2	1989
ECs4327	X18MM2	2483
ECs4328	X18MM2	791
ECs4329	X18MM2	1017
ECs4330	X18MM2	657
ECs4331	X18MM2	1940
ECs4332	X18MM2	274
ECs4333	X18MM2	1260
ECs4334	X18MM2	509
ECs4335	X18MM2	531
ECs4336	X18MM2	1246
ECs4337	X18MM2	464
ECs4338	X18MM2	498
ECs4339	X18MM2	334
ECs4340	X18MM2	821
ECs4341	X18MM2	3685
ECs4342	X18MM2	3054
ECs4343	X18MM2	1947
ECs4344	X18MM2	85
ECs4345	X18MM2	104
ECs4346	X18MM2	203
ECs4347	X18MM2	648
ECs4348	X18MM2	1189
ECs4349	X18MM2	459
ECs4350	X18MM2	268
ECs4351	X18MM2	293
ECs4352	X18MM2	499
ECs4353	X18MM2	279
ECs4354	X18MM2	61
ECs4355	X18MM2	391
ECs4356	X18MM2	1044
ECs4357	X18MM2	1014
ECs4358	X18MM2	861
ECs4359	X18MM2	1142
ECs4360	X18MM2	968
ECs4361	X18MM2	430
ECs4362	X18MM2	91
ECs4363	X18MM2	13443
ECs4364	X18MM2	1117
ECs4365	X18MM2	36203
ECs4366	X18MM2	1621
ECs4367	X18MM2	11815
ECs4368	X18MM2	1265
ECs4369	X18MM2	1158
ECs4370	X18MM2	25174
ECs4371	X18MM2	8224
ECs4372	X18MM2	13053
ECs4373	X18MM2	200
ECs4374	X18MM2	557
ECs4375	X18MM2	281
ECs4376	X18MM2	40
ECs4377	X18MM2	96084
ECs4378	X18MM2	8195
ECs4379	X18MM2	3602
ECs4380	X18MM2	770
ECs4381	X18MM2	81
ECs4382	X18MM2	310
ECs4383	X18MM2	377
ECs4384	X18MM2	154
ECs4385	X18MM2	332
ECs4386	X18MM2	728
ECs4387	X18MM2	769
ECs4388	X18MM2	2737
ECs4389	X18MM2	25882
ECs4390	X18MM2	141113
ECs4391	X18MM2	24292
ECs4392	X18MM2	39559
ECs4393	X18MM2	12073
ECs4394	X18MM2	28164
ECs4395	X18MM2	8715
ECs4396	X18MM2	9139
ECs4397	X18MM2	55560
ECs4398	X18MM2	311
ECs4399	X18MM2	6107
ECs4400	X18MM2	642
ECs4401	X18MM2	370
ECs4402	X18MM2	3240
ECs4403	X18MM2	10311
ECs4404	X18MM2	4801
ECs4405	X18MM2	839
ECs4406	X18MM2	1615
ECs4407	X18MM2	9807
ECs4408	X18MM2	2349
ECs4409	X18MM2	2989
ECs4410	X18MM2	1547
ECs4411	X18MM2	415
ECs4412	X18MM2	852
ECs4413	X18MM2	1007
ECs4414	X18MM2	604
ECs4415	X18MM2	656
ECs4416	X18MM2	7144
ECs4417	X18MM2	301
ECs4418	X18MM2	4669
ECs4419	X18MM2	2537
ECs4420	X18MM2	2011
ECs4421	X18MM2	2235
ECs4422	X18MM2	711
ECs4423	X18MM2	1291
ECs4424	X18MM2	22629
proK	X18MM2	287
ECs4425	X18MM2	8659
ECs4426	X18MM2	156
ECs4427	X18MM2	457
ECs4428	X18MM2	688
ECs4429	X18MM2	145
ECs4430	X18MM2	46
ECs4431	X18MM2	141
ECs4432	X18MM2	464
ECs4433	X18MM2	1437
ECs4434	X18MM2	1777
ECs4435	X18MM2	751
ECs4436	X18MM2	4116
ECs4437	X18MM2	429
ECs4438	X18MM2	12601
ECs4439	X18MM2	10980
ECs4440	X18MM2	11654
ECs4441	X18MM2	44124
ECs4442	X18MM2	34868
ECs4443	X18MM2	16182
ECs4444	X18MM2	1702
ECs4445	X18MM2	109
ECs4446	X18MM2	46
ECs4447	X18MM2	321
ECs4448	X18MM2	661
ECs4449	X18MM2	136
ECs4450	X18MM2	392
ECs4451	X18MM2	464
ECs4452	X18MM2	2106
ECs4453	X18MM2	39962
ECs4454	X18MM2	1028
ECs4455	X18MM2	20498
ECs4456	X18MM2	1128
ECs4457	X18MM2	233
ECs4458	X18MM2	133
ECs4459	X18MM2	335
ECs4460	X18MM2	53
ECs4461	X18MM2	618
ECs4462	X18MM2	182
ECs4463	X18MM2	13
ECs4464	X18MM2	5028
ECs4465	X18MM2	4922
ECs4466	X18MM2	323
ECs4467	X18MM2	4264
ECs4468	X18MM2	3892
ECs4469	X18MM2	4715
ECs4470	X18MM2	2380
ECs4471	X18MM2	31
ECs4472	X18MM2	10
ECs4473	X18MM2	157
ECs4474	X18MM2	79
ECs4475	X18MM2	2708
ECs4476	X18MM2	4458
ECs4477	X18MM2	2256
ECs4478	X18MM2	4787
ECs4479	X18MM2	14
ECs4480	X18MM2	4474
ECs4481	X18MM2	2785
ECs4482	X18MM2	1029
ECs4483	X18MM2	5024
ECs4484	X18MM2	3088
ECs4485	X18MM2	8076
ECs4486	X18MM2	12393
ECs4487	X18MM2	15376
ECs4488	X18MM2	12468
ECs4489	X18MM2	20338
ECs4490	X18MM2	12992
ECs4491	X18MM2	6795
ECs4492	X18MM2	4573
ECs4493	X18MM2	647
ECs4494	X18MM2	2564
ECs4495	X18MM2	2595
ECs4496	X18MM2	3188
ECs4497	X18MM2	14366
ECs4498	X18MM2	8574
ECs4499	X18MM2	4854
ECs4500	X18MM2	8522
ECs4501	X18MM2	7437
ECs4502	X18MM2	3483
ECs4503	X18MM2	3266
ECs4504	X18MM2	4748
ECs4505	X18MM2	4007
ECs4506	X18MM2	8646
ECs4507	X18MM2	11813
ECs4508	X18MM2	10106
ECs4509	X18MM2	3519
ECs4510	X18MM2	1634
ECs4511	X18MM2	33415
ECs4512	X18MM2	129259
ECs4513	X18MM2	6668
ECs4514	X18MM2	6423
ECs4515	X18MM2	3908
ECs4516	X18MM2	5516
ECs4517	X18MM2	4490
ECs4518	X18MM2	6498
ECs4519	X18MM2	22074
ECs4520	X18MM2	1385
ECs4521	X18MM2	367
ECs4522	X18MM2	711
ECs4523	X18MM2	15723
ECs4524	X18MM2	18895
ECs4525	X18MM2	38340
ECs4526	X18MM2	4416
ECs4527	X18MM2	8391
ECs4528	X18MM2	638
ECs4529	X18MM2	3998
ECs4530	X18MM2	23732
ECs4531	X18MM2	6411
ECs4532	X18MM2	1060
ECs4533	X18MM2	309
selC	X18MM2	478
ECs4534	X18MM2	4358
ECs4535	X18MM2	1111
ECs4536	X18MM2	373
ECs4537	X18MM2	1148
ECs4538	X18MM2	154
ECs4539	X18MM2	272
ECs4540	X18MM2	1047
ECs4541	X18MM2	842
ECs4542	X18MM2	2194
ECs4543	X18MM2	63
ECs4544	X18MM2	137
ECs4545	X18MM2	151
ECs4546	X18MM2	49
ECs4547	X18MM2	631
ECs4548	X18MM2	19
ECs4549	X18MM2	12
ECs4550	X18MM2	91
ECs4551	X18MM2	16
ECs4552	X18MM2	20
ECs4553	X18MM2	128
ECs4554	X18MM2	735
ECs4555	X18MM2	296
ECs4556	X18MM2	92
ECs4557	X18MM2	129
ECs4558	X18MM2	326
ECs4559	X18MM2	290
ECs4560	X18MM2	12
ECs4561	X18MM2	1016
ECs4562	X18MM2	151
ECs4563	X18MM2	274
ECs4564	X18MM2	430
ECs4565	X18MM2	162
ECs4566	X18MM2	35
ECs4567	X18MM2	35
ECs4568	X18MM2	308
ECs4569	X18MM2	263
ECs4570	X18MM2	14
ECs4571	X18MM2	76
ECs4572	X18MM2	43
ECs4573	X18MM2	39
ECs4574	X18MM2	20
ECs4575	X18MM2	125
ECs4576	X18MM2	40
ECs4577	X18MM2	112
ECs4578	X18MM2	286
ECs4579	X18MM2	2
ECs4580	X18MM2	20
ECs4581	X18MM2	42
ECs4582	X18MM2	19
ECs4583	X18MM2	16
ECs4584	X18MM2	14
ECs4585	X18MM2	30
ECs4586	X18MM2	6
ECs4587	X18MM2	3
ECs4588	X18MM2	8
ECs4589	X18MM2	38
ECs4590	X18MM2	163
ECs4591	X18MM2	24
ECs4592	X18MM2	85
ECs4593	X18MM2	16
ECs4594	X18MM2	2397
ECs4595	X18MM2	7902
ECs4596	X18MM2	2119
ECs4597	X18MM2	229
ECs4598	X18MM2	425
ECs4599	X18MM2	1442
ECs4600	X18MM2	240
ECs4601	X18MM2	13
ECs4602	X18MM2	342
ECs4603	X18MM2	288
ECs4604	X18MM2	434
ECs4605	X18MM2	929
ECs4606	X18MM2	794
ECs4607	X18MM2	43
ECs4608	X18MM2	13
ECs4609	X18MM2	21
ECs4610	X18MM2	88
ECs4611	X18MM2	452
ECs4612	X18MM2	3040
ECs4613	X18MM2	945
ECs4614	X18MM2	192
ECs4615	X18MM2	329
ECs4616	X18MM2	355
ECs4617	X18MM2	785
ECs4618	X18MM2	276
ECs4619	X18MM2	361
ECs4620	X18MM2	250
ECs4621	X18MM2	105
ECs4622	X18MM2	385
ECs4623	X18MM2	256
ECs4624	X18MM2	85
ECs4625	X18MM2	1544
ECs4626	X18MM2	4447
ECs4627	X18MM2	5028
ECs4628	X18MM2	6384
ECs4629	X18MM2	3791
ECs4630	X18MM2	407
ECs4631	X18MM2	1191
ECs4632	X18MM2	4680
ECs4633	X18MM2	1194
ECs4634	X18MM2	31932
ECs4635	X18MM2	4942
ECs4636	X18MM2	13992
ECs4637	X18MM2	25028
ECs4638	X18MM2	38332
ECs4639	X18MM2	34684
ECs4640	X18MM2	73360
ECs4641	X18MM2	6626
ECs4642	X18MM2	109
ECs4643	X18MM2	229
ECs4644	X18MM2	4
ECs4645	X18MM2	214
ECs4646	X18MM2	111
ECs4647	X18MM2	1240
ECs4648	X18MM2	1053
ECs4649	X18MM2	3419
ECs4650	X18MM2	3849
ECs4651	X18MM2	24132
ECs4652	X18MM2	4114
ECs4653	X18MM2	246
ECs4654	X18MM2	15
ECs4655	X18MM2	2
ECs4656	X18MM2	56
ECs4657	X18MM2	62
ECs4658	X18MM2	2
ECs4659	X18MM2	30
ECs4660	X18MM2	1685
ECs4661	X18MM2	1623
ECs4662	X18MM2	919
ECs4663	X18MM2	1100
ECs4664	X18MM2	3672
ECs4665	X18MM2	338
ECs4666	X18MM2	271
ECs4667	X18MM2	792
ECs4668	X18MM2	19
ECs4669	X18MM2	14
ECs4670	X18MM2	154
ECs4671	X18MM2	19666
ECs4672	X18MM2	24675
ECs4673	X18MM2	37572
ECs4674	X18MM2	108875
ECs4675	X18MM2	68279
ECs4676	X18MM2	229522
ECs4677	X18MM2	72125
ECs4678	X18MM2	90447
ECs4679	X18MM2	55484
ECs4680	X18MM2	82119
ECs4681	X18MM2	17901
ECs4682	X18MM2	5043
ECs4683	X18MM2	12026
ECs4684	X18MM2	11226
ECs4685	X18MM2	552
ECs4686	X18MM2	2819
ECs4687	X18MM2	3494
ECs4688	X18MM2	4280
ECs4689	X18MM2	3056
ECs4690	X18MM2	1201
ECs4691	X18MM2	1138
ECs4692	X18MM2	4144
ECs4693	X18MM2	20048
ECs4694	X18MM2	2614
ECs4695	X18MM2	1801
ECs4696	X18MM2	2105
ECs4697	X18MM2	2250
rrsC	X18MM2	3146
gltU	X18MM2	2256
rrlC	X18MM2	404
rrfC	X18MM2	4
aspT	X18MM2	52
trpT	X18MM2	69
ECs4698	X18MM2	3972
ECs4699	X18MM2	6594
ECs4700	X18MM2	1707
ECs4701	X18MM2	1597
ECs4702	X18MM2	5807
ECs4703	X18MM2	268
ECs4704	X18MM2	2676
ECs4705	X18MM2	2454
ECs4706	X18MM2	2989
ECs4707	X18MM2	715
ECs4708	X18MM2	11863
ECs4709	X18MM2	5870
ECs4710	X18MM2	879
ECs4711	X18MM2	3170
ECs4712	X18MM2	22579
ECs4713	X18MM2	22413
ECs4714	X18MM2	41496
ECs4715	X18MM2	22697
ECs4716	X18MM2	124348
ECs4717	X18MM2	12398
ECs4718	X18MM2	8121
ECs4719	X18MM2	6289
ECs4720	X18MM2	8293
ECs4721	X18MM2	7091
ECs4722	X18MM2	6220
ECs4723	X18MM2	2389
ECs4724	X18MM2	4214
ECs4725	X18MM2	1861
ECs4726	X18MM2	3019
ECs4727	X18MM2	1845
ECs4728	X18MM2	1081
ECs4729	X18MM2	5775
argX	X18MM2	7115
hisR	X18MM2	6185
leuT1	X18MM2	7218
tRNA51	X18MM2	0
tRNA51;pseudo=	X18MM2	0
leuT2	X18MM2	4830
proM2	X18MM2	696
ECs4730	X18MM2	590
ECs4731	X18MM2	1187
ECs4732	X18MM2	8921
ECs4733	X18MM2	8292
ECs4734	X18MM2	3375
ECs4735	X18MM2	7674
ECs4736	X18MM2	38112
ECs4738	X18MM2	287
ECs4737	X18MM2	82
ECs4739	X18MM2	2925
ECs4740	X18MM2	1254
ECs4741	X18MM2	3194
ECs4742	X18MM2	2480
ECs4743	X18MM2	7147
ECs4744	X18MM2	790
ECs4745	X18MM2	200
ECs4746	X18MM2	8030
ECs4747	X18MM2	56
ECs4748	X18MM2	30
ECs4749	X18MM2	1452
ECs4750	X18MM2	486
ECs4751	X18MM2	8663
ECs4752	X18MM2	7748
ECs4753	X18MM2	4474
ECs4754	X18MM2	1956
ECs4755	X18MM2	6991
ECs4756	X18MM2	5107
ECs4757	X18MM2	5492
ECs4758	X18MM2	2873
ECs4759	X18MM2	371203
ECs4760	X18MM2	7294
ECs4761	X18MM2	16214
ECs4762	X18MM2	2339
ECs4763	X18MM2	13239
ECs4764	X18MM2	6884
ECs4765	X18MM2	13399
ECs4766	X18MM2	10419
ECs4767	X18MM2	9773
ECs4768	X18MM2	9161
ECs4769	X18MM2	3468
ECs4770	X18MM2	2315
ECs4771	X18MM2	11631
ECs4772	X18MM2	2032
ECs4773	X18MM2	1143
ECs4774	X18MM2	2326
ECs4775	X18MM2	12030
ECs4776	X18MM2	1539
ECs4777	X18MM2	6210
ECs4778	X18MM2	1943
rrsA	X18MM2	484
ileT	X18MM2	292
alaT	X18MM2	341
rrlA	X18MM2	325
rrfA	X18MM2	3
ECs4779	X18MM2	264
ECs4780	X18MM2	910
ECs4781	X18MM2	1929
ECs4782	X18MM2	13728
ECs4783	X18MM2	19646
ECs4784	X18MM2	488
ECs4785	X18MM2	1118
ECs4786	X18MM2	16013
spf	X18MM2	599
ECs4787	X18MM2	6913
ECs4788	X18MM2	7088
ECs4789	X18MM2	9006
ECs4790	X18MM2	2386
ECs4791	X18MM2	1635
ECs4792	X18MM2	55540
ECs4793	X18MM2	176544
ECs4794	X18MM2	438
ECs4795	X18MM2	478
ECs4796	X18MM2	163
ECs4797	X18MM2	18
ECs4798	X18MM2	130
ECs4799	X18MM2	129
ECs4800	X18MM2	153
ECs4801	X18MM2	57
ECs4802	X18MM2	113
ECs4803	X18MM2	425
ECs4804	X18MM2	206
ECs4805	X18MM2	132
ECs4806	X18MM2	84
ECs4807	X18MM2	1511
ECs4808	X18MM2	2750
ECs4809	X18MM2	2081
ECs4810	X18MM2	1930
ECs4811	X18MM2	3579
ECs4812	X18MM2	71
ECs4813	X18MM2	94
ECs4814	X18MM2	18
ECs4815	X18MM2	3
ECs4816	X18MM2	74
ECs4817	X18MM2	9273
ECs4818	X18MM2	5473
ECs4819	X18MM2	8436
ECs4820	X18MM2	41852
ECs4821	X18MM2	1766
ECs4822	X18MM2	105
ECs4823	X18MM2	330
ECs4824	X18MM2	196
ECs4825	X18MM2	74
ECs4826	X18MM2	34
ECs4827	X18MM2	56
ECs4828	X18MM2	68
ECs4829	X18MM2	299
ECs4830	X18MM2	93
ECs4831	X18MM2	71
ECs4832	X18MM2	162
ECs4833	X18MM2	590
ECs4834	X18MM2	98598
ECs4835	X18MM2	2157
ECs4836	X18MM2	2924
ECs4837	X18MM2	17029
ECs4838	X18MM2	12374
ECs4839	X18MM2	52205
ECs4840	X18MM2	4110
ECs4841	X18MM2	30236
ECs4842	X18MM2	102307
ECs4843	X18MM2	6595
ECs4844	X18MM2	58033
ECs4845	X18MM2	1234
ECs4846	X18MM2	312
ECs4847	X18MM2	1440
ECs4848	X18MM2	2317
ECs4849	X18MM2	5809
ECs4850	X18MM2	8893
ECs4851	X18MM2	94268
ECs4852	X18MM2	35207
ECs4853	X18MM2	6102
ECs4854	X18MM2	261
ECs4855	X18MM2	77
ECs4856	X18MM2	6171
ECs4857	X18MM2	1152
ECs4858	X18MM2	37248
ECs4859	X18MM2	10083
ECs4860	X18MM2	5057
ECs4861	X18MM2	3933
ECs4862	X18MM2	5489
ECs4863	X18MM2	54594
ECs4864	X18MM2	3089
ECs4865	X18MM2	259
ECs4866	X18MM2	1393
ECs4867	X18MM2	9286
ECs4868	X18MM2	10288
ECs4869	X18MM2	25673
ECs4870	X18MM2	79837
ECs4871	X18MM2	15150
ECs4872	X18MM2	1460
ECs4873	X18MM2	219
ECs4874	X18MM2	538
ECs4875	X18MM2	141
ECs4877	X18MM2	144
ECs4876	X18MM2	39
ECs4878	X18MM2	20
ECs4879	X18MM2	55
ECs4880	X18MM2	856
ECs4881	X18MM2	171
ECs4882	X18MM2	49
ECs4883	X18MM2	752
ECs4884	X18MM2	21342
ECs4885	X18MM2	20282
ECs4886	X18MM2	8934
ECs4887	X18MM2	9865
ECs4888	X18MM2	3789
ECs4889	X18MM2	13866
oxyS	X18MM2	229
ECs4890	X18MM2	10879
ECs4891	X18MM2	20631
ECs4892	X18MM2	147
ECs4893	X18MM2	583
ECs4894	X18MM2	6112
ECs4895	X18MM2	3932
ECs4896	X18MM2	4980
ECs4897	X18MM2	2625
ECs4898	X18MM2	3183
rrsB	X18MM2	679
gltT	X18MM2	1610
rrlB	X18MM2	512
rrfB	X18MM2	3
ECs4899	X18MM2	3632
ECs4900	X18MM2	3011
ECs4901	X18MM2	10158
ECs4902	X18MM2	99
thrU	X18MM2	10
tyrU	X18MM2	7047
glyT	X18MM2	4248
thrT	X18MM2	2586
ECs4903	X18MM2	300791
ECs4904	X18MM2	33459
ECs4905	X18MM2	36996
ECs4906	X18MM2	122927
ECs4907	X18MM2	199112
ECs4908	X18MM2	263673
ECs4909	X18MM2	203463
ECs4910	X18MM2	186311
ECs4911	X18MM2	234582
ECs4912	X18MM2	1120
ECs4913	X18MM2	6174
ECs4914	X18MM2	2704
ECs4915	X18MM2	1755
ECs4916	X18MM2	1301
ECs4917	X18MM2	5993
ECs4918	X18MM2	7541
ECs4919	X18MM2	3468
ECs4920	X18MM2	8807
ECs4921	X18MM2	3418
ECs4922	X18MM2	7314
ECs4923	X18MM2	84181
ECs4924	X18MM2	4547
ECs4925	X18MM2	107
ECs4926	X18MM2	383
ECs4927	X18MM2	915
ECs4928	X18MM2	23847
ECs4929	X18MM2	36610
rrsE	X18MM2	689
gltV	X18MM2	1699
rrlE	X18MM2	573
rrfE	X18MM2	4
ECs4930	X18MM2	139
ECs4931	X18MM2	9970
ECs4932	X18MM2	2031
ECs4933	X18MM2	2815
ECs4934	X18MM2	1628
ECs4935	X18MM2	118
ECs4936	X18MM2	3608
ECs4937	X18MM2	16138
ECs4938	X18MM2	3275
ECs4939	X18MM2	1957
ECs4940	X18MM2	785
ECs4941	X18MM2	11108
ECs4942	X18MM2	1985
ECs4943	X18MM2	5749
ECs4944	X18MM2	35
ECs4945	X18MM2	1943
ECs4946	X18MM2	106
ECs4947	X18MM2	12
ECs4948	X18MM2	15
ECs4949	X18MM2	22
ECs4950	X18MM2	16
ECs4951	X18MM2	29
ECs4952	X18MM2	29
ECs4953	X18MM2	7
ECs4954	X18MM2	28
ECs4955	X18MM2	20
ECs4956	X18MM2	33
ECs4957	X18MM2	42
ECs4958	X18MM2	4
ECs4959	X18MM2	14
ECs4960	X18MM2	98
ECs4961	X18MM2	597
ECs4962	X18MM2	201
ECs4963	X18MM2	0
ECs4964	X18MM2	0
ECs4965	X18MM2	2
ECs4966	X18MM2	14
ECs4967	X18MM2	9
ECs4968	X18MM2	18
ECs4969	X18MM2	177
ECs4970	X18MM2	242
ECs4971	X18MM2	692
ECs4972	X18MM2	159
ECs4973	X18MM2	296
ECs4974	X18MM2	108
ECs4975	X18MM2	44
ECs4976	X18MM2	45
ECs4977	X18MM2	66
ECs4978	X18MM2	19
ECs4979	X18MM2	379
ECs4980	X18MM2	72
ECs4981	X18MM2	235
ECs4982	X18MM2	224
ECs4983	X18MM2	571
ECs4984	X18MM2	240
ECs4985	X18MM2	110
ECs4986	X18MM2	91
ECs4987	X18MM2	338
ECs4988	X18MM2	109
ECs4989	X18MM2	341
ECs4990	X18MM2	144
ECs4991	X18MM2	16
ECs4992	X18MM2	177
ECs4993	X18MM2	1372
ECs4994	X18MM2	234
ECs4995	X18MM2	320
ECs4996	X18MM2	3192
ECs4997	X18MM2	1489
ECs4998	X18MM2	1043
ECs4999	X18MM2	111
ECs5000	X18MM2	240
ECs5001	X18MM2	74
ECs5002	X18MM2	117
ECs5003	X18MM2	333
ECs5004	X18MM2	221
ECs5005	X18MM2	2536
ECs5006	X18MM2	1625
ECs5007	X18MM2	3597
ECs5008	X18MM2	50463
ECs5009	X18MM2	395
ECs5010	X18MM2	215
ECs5011	X18MM2	94
ECs5012	X18MM2	638
ECs5013	X18MM2	2675
ECs5014	X18MM2	1936
ECs5015	X18MM2	766
ECs5016	X18MM2	720
ECs5017	X18MM2	1402
ECs5018	X18MM2	470
ECs5019	X18MM2	1228
ECs5020	X18MM2	1503
ECs5021	X18MM2	158
ECs5022	X18MM2	2037
ECs5023	X18MM2	1968
ECs5024	X18MM2	25777
ECs5025	X18MM2	2491
ECs5026	X18MM2	11810
ECs5027	X18MM2	3154
ECs5028	X18MM2	26163
ECs5029	X18MM2	3168
ECs5030	X18MM2	120
ECs5031	X18MM2	4482
ECs5032	X18MM2	591
ECs5033	X18MM2	6415
ECs5034	X18MM2	11579
ECs5035	X18MM2	3943
ECs5036	X18MM2	4488
ECs5037	X18MM2	2321
ECs5038	X18MM2	3752
ECs5039	X18MM2	1811
ECs5040	X18MM2	25647
ECs5041	X18MM2	14278
ECs5042	X18MM2	6822
ECs5043	X18MM2	1111
ECs5044	X18MM2	9124
ECs5045	X18MM2	565
ECs5046	X18MM2	3435
ECs5047	X18MM2	2889
ECs5048	X18MM2	80
ECs5049	X18MM2	3137
ECs5050	X18MM2	763
ECs5051	X18MM2	4067
ECs5052	X18MM2	131
ECs5053	X18MM2	47
ECs5054	X18MM2	12
ECs5055	X18MM2	29
ECs5056	X18MM2	82
ECs5057	X18MM2	21
ECs5058	X18MM2	114
ECs5059	X18MM2	2472
ECs5060	X18MM2	3195
ECs5061	X18MM2	949
ECs5062	X18MM2	173
ECs5063	X18MM2	610
ECs5064	X18MM2	148
ECs5065	X18MM2	6
ECs5066	X18MM2	125
ECs5067	X18MM2	361
ECs5068	X18MM2	403
ECs5069	X18MM2	407
ECs5070	X18MM2	271
ECs5071	X18MM2	805
ECs5072	X18MM2	37
ECs5073	X18MM2	261
